role_level,position,age,experience_years,avg_task_completion,attendance_rate,projects_handled,overtime_hours,training_hours,FeedBack_Percentage,Productivity_Risk
Trainee,QA Tester,24,0,3,2,4,22,9,49.8,Medium
Trainee,QA Engineer,23,2,3,4,4,27,10,63.6,Medium
Senior,Data Analyst,43,20,4,4,15,21,24,96.0,Low
Junior,System Analyst,33,4,3,2,4,24,22,66.4,Medium
Junior,Support Analyst,29,5,3,4,8,22,18,84.25,Low
Junior,UX Researcher,27,2,3,3,5,21,13,73.9,Low
Senior,QA Engineer,40,11,3,4,18,19,32,96.0,Low
Junior,Cloud Engineer,28,3,3,4,8,16,19,92.95,Low
Junior,Solution Architect,24,4,3,3,8,21,20,84.3,Low
Senior,IT Manager,42,16,4,5,9,14,25,96.0,Low
Trainee,Data Engineer,26,1,3,3,3,31,17,58.25,Medium
Senior,Cloud Engineer,46,13,5,4,14,10,27,96.0,Low
Junior,Data Analyst,24,2,4,3,5,17,13,85.7,Low
Junior,DevOps Engineer,28,7,3,4,4,23,20,86.65,Low
Junior,UX Designer,30,2,4,3,9,32,22,87.4,Low
Senior,System Analyst,48,18,5,4,8,18,36,96.0,Low
Senior,Database Administrator,54,24,4,4,11,13,36,96.0,Low
Senior,Solution Architect,33,9,4,4,18,16,22,96.0,Low
Trainee,Business Analyst,23,1,2,3,4,38,8,38.65,High
Senior,Data Engineer,36,12,4,5,9,17,35,96.0,Low
Senior,Business Analyst,40,15,3,5,12,11,21,96.0,Low
Senior,Cloud Engineer,44,16,5,4,12,14,32,96.0,Low
Junior,Data Analyst,28,6,3,3,7,26,19,75.4,Medium
Junior,Data Scientist,34,2,3,4,6,12,17,93.7,Low
Trainee,QA Engineer,23,2,2,1,2,36,8,18.0,High
Senior,Database Administrator,55,25,4,4,14,9,35,96.0,Low
Senior,Cloud Engineer,42,15,5,4,15,11,23,96.0,Low
Trainee,Solution Architect,26,0,2,1,2,33,7,27.5,High
Senior,IT Manager,41,14,4,3,13,8,33,96.0,Low
Senior,Data Analyst,45,16,4,4,9,20,35,96.0,Low
Senior,QA Engineer,46,16,5,5,18,23,31,96.0,Low
Senior,UX Researcher,37,12,5,4,13,9,29,96.0,Low
Junior,UX Researcher,30,3,4,3,4,17,18,88.25,Low
Senior,UX Designer,46,20,5,4,12,6,24,96.0,Low
Junior,Data Analyst,34,4,3,4,6,17,10,84.3,Low
Junior,System Analyst,25,5,3,4,5,33,18,75.85,Low
Junior,Data Analyst,28,3,3,2,5,24,12,62.85,Medium
Senior,System Administrator,42,16,5,4,14,12,37,96.0,Low
Junior,Solution Architect,30,4,2,4,4,15,20,82.9,Low
Senior,QA Tester,32,8,4,4,13,6,37,96.0,Low
Trainee,QA Engineer,21,1,3,2,2,35,16,37.15,High
Senior,Solution Architect,39,13,3,4,11,21,36,96.0,Low
Junior,DevOps Engineer,31,3,2,3,6,16,17,72.35,Medium
Trainee,DevOps Engineer,21,1,1,1,4,26,16,26.25,High
Trainee,System Administrator,21,1,3,3,2,43,9,43.75,High
Trainee,UX Designer,24,0,1,2,2,32,14,26.0,High
Trainee,Business Analyst,24,2,2,3,4,42,16,39.5,High
Senior,System Administrator,44,17,5,4,18,22,36,96.0,Low
Senior,Data Analyst,42,18,4,5,18,13,30,96.0,Low
Junior,Data Scientist,26,6,4,3,5,31,15,82.5,Low
Senior,Data Engineer,41,17,5,4,8,17,19,96.0,Low
Junior,System Analyst,31,4,3,4,9,21,14,85.8,Low
Senior,System Administrator,47,15,5,4,18,15,23,96.0,Low
Junior,UX Researcher,30,7,3,5,7,16,12,96.0,Low
Junior,Solution Architect,28,4,3,2,7,20,21,76.5,Medium
Senior,Database Administrator,52,24,5,3,9,11,19,96.0,Low
Senior,Solution Architect,36,8,4,4,9,8,22,96.0,Low
Junior,UX Researcher,24,4,3,3,9,32,20,73.5,Medium
Junior,QA Tester,27,7,2,3,8,24,15,65.55,Medium
Senior,System Administrator,38,11,4,3,8,20,24,96.0,Low
Junior,System Administrator,25,4,3,5,4,22,16,90.4,Low
Junior,System Administrator,28,5,4,4,9,24,11,93.95,Low
Junior,DevOps Engineer,29,2,4,3,10,23,18,91.0,Low
Junior,Cloud Engineer,28,3,2,4,7,29,13,70.55,Medium
Junior,UX Designer,26,6,2,2,5,24,14,57.0,Medium
Trainee,QA Engineer,21,1,2,2,3,25,11,38.05,High
Trainee,IT Manager,24,2,2,3,2,45,11,37.6,High
Senior,UX Researcher,34,11,4,4,18,17,23,96.0,Low
Senior,Data Analyst,45,22,4,3,12,15,37,96.0,Low
Senior,Data Scientist,51,22,4,4,15,24,25,96.0,Low
Trainee,Data Engineer,21,1,2,2,1,40,14,25.95,High
Junior,UX Researcher,32,4,2,5,4,23,18,80.5,Low
Senior,IT Manager,45,15,5,5,15,19,20,96.0,Low
Trainee,DevOps Engineer,23,0,3,2,2,32,12,46.2,High
Junior,UX Designer,32,6,3,5,9,14,11,96.0,Low
Junior,DevOps Engineer,31,3,3,3,7,12,15,85.25,Low
Junior,Data Scientist,31,5,2,4,5,23,14,75.25,Low
Senior,IT Manager,52,19,5,4,8,7,19,96.0,Low
Junior,UX Designer,26,5,4,3,6,31,22,86.75,Low
Junior,Database Administrator,25,2,3,3,6,13,15,81.2,Low
Senior,Business Analyst,41,8,4,4,16,10,32,96.0,Low
Junior,System Analyst,25,3,3,3,9,13,12,82.15,Low
Junior,UX Designer,31,5,3,5,9,13,15,96.0,Low
Senior,UX Researcher,41,17,5,4,12,12,36,96.0,Low
Senior,System Analyst,52,25,5,5,9,15,32,96.0,Low
Trainee,Business Analyst,21,1,1,3,1,33,6,28.65,High
Junior,QA Engineer,32,2,3,3,8,17,15,78.2,Low
Junior,IT Manager,27,4,3,4,10,12,14,96.0,Low
Junior,Data Engineer,34,5,3,4,7,13,12,92.25,Low
Senior,Database Administrator,41,12,5,4,17,20,29,96.0,Low
Senior,DevOps Engineer,42,15,4,5,9,10,31,96.0,Low
Junior,System Administrator,27,2,4,3,8,14,21,96.0,Low
Senior,Support Analyst,44,20,4,5,11,13,32,96.0,Low
Junior,QA Tester,26,5,4,3,9,15,19,93.45,Low
Junior,DevOps Engineer,26,6,2,4,6,23,19,77.6,Low
Trainee,Database Administrator,24,2,1,3,4,23,15,42.4,Medium
Senior,Data Scientist,49,21,5,4,17,7,32,96.0,Low
Senior,UX Designer,44,18,5,3,16,11,37,96.0,Low
Senior,DevOps Engineer,55,24,5,5,17,10,18,96.0,Low
Senior,Data Analyst,50,19,4,5,8,16,24,96.0,Low
Junior,Business Analyst,26,6,3,5,8,12,19,96.0,Low
Senior,DevOps Engineer,43,10,4,4,15,11,26,96.0,Low
Senior,System Administrator,54,22,4,5,14,15,29,96.0,Low
Junior,System Administrator,27,2,3,3,5,27,12,69.3,Medium
Senior,QA Tester,53,22,4,5,15,22,18,96.0,Low
Senior,Support Analyst,50,20,4,4,9,20,19,96.0,Low
Senior,UX Researcher,52,19,5,5,12,16,23,96.0,Low
Senior,Business Analyst,43,20,3,5,12,13,21,96.0,Low
Senior,System Analyst,49,20,4,5,8,12,34,96.0,Low
Junior,Support Analyst,24,4,2,4,5,12,20,78.9,Low
Trainee,UX Designer,26,2,2,3,2,39,16,40.8,High
Trainee,Data Scientist,23,0,2,3,1,22,17,53.3,Medium
Trainee,Database Administrator,21,0,2,1,1,43,6,18.0,High
Senior,Support Analyst,45,20,5,4,15,19,21,96.0,Low
Trainee,Support Analyst,22,1,2,4,1,24,15,53.55,Medium
Junior,IT Manager,30,7,3,4,6,13,16,95.85,Low
Senior,Data Analyst,45,14,3,4,9,21,37,96.0,Low
Junior,QA Engineer,34,2,2,3,6,15,17,68.6,Medium
Junior,Business Analyst,28,4,2,4,9,12,13,82.7,Low
Junior,Cloud Engineer,25,2,2,3,7,20,17,70.0,Medium
Junior,System Administrator,24,3,2,3,6,14,12,69.75,Medium
Senior,System Analyst,54,25,4,4,17,16,26,96.0,Low
Junior,Support Analyst,30,4,3,3,7,20,16,75.5,Low
Junior,DevOps Engineer,28,3,4,3,9,25,14,87.55,Low
Trainee,Data Analyst,23,0,2,4,2,25,14,54.9,Medium
Senior,Data Analyst,49,20,4,5,10,10,24,96.0,Low
Junior,DevOps Engineer,27,3,4,3,7,31,13,81.15,Low
Junior,Solution Architect,28,2,3,3,8,26,21,80.3,Medium
Trainee,DevOps Engineer,22,1,2,2,1,33,17,37.05,High
Junior,QA Engineer,27,4,2,3,7,25,11,61.0,Medium
Senior,DevOps Engineer,42,17,3,5,14,10,19,96.0,Low
Junior,Database Administrator,26,3,3,3,10,22,15,78.95,Low
Senior,IT Manager,52,19,4,4,8,6,26,96.0,Low
Senior,System Analyst,53,24,4,5,13,19,21,96.0,Low
Junior,Support Analyst,30,2,4,3,9,26,13,81.0,Low
Junior,Database Administrator,24,4,3,4,10,28,17,84.0,Low
Senior,Data Analyst,43,11,4,5,12,18,36,96.0,Low
Junior,IT Manager,25,5,4,3,6,13,20,96.0,Low
Senior,QA Tester,44,13,5,4,16,7,37,96.0,Low
Junior,Cloud Engineer,27,6,3,4,8,13,19,96.0,Low
Junior,Business Analyst,32,6,2,3,8,16,14,72.3,Medium
Junior,IT Manager,34,2,4,4,6,20,21,96.0,Low
Junior,Data Scientist,24,4,2,5,8,18,21,91.8,Low
Senior,Data Scientist,51,23,3,4,15,20,18,96.0,Low
Senior,Cloud Engineer,51,21,3,3,14,19,19,96.0,Low
Trainee,QA Tester,25,2,3,3,2,27,16,56.2,Medium
Trainee,System Analyst,25,1,2,2,4,37,11,26.55,High
Junior,Business Analyst,26,6,3,5,4,18,18,94.9,Low
Junior,Database Administrator,34,5,3,4,6,24,15,82.85,Low
Trainee,QA Engineer,21,1,3,4,4,23,8,65.15,Low
Trainee,QA Engineer,26,1,2,2,1,30,15,34.35,High
Trainee,Data Engineer,24,0,3,1,4,29,16,43.7,Medium
Junior,UX Designer,25,5,4,5,7,14,12,96.0,Low
Senior,Cloud Engineer,37,13,4,4,17,15,25,96.0,Low
Senior,IT Manager,45,18,5,3,12,24,36,96.0,Low
Senior,Business Analyst,48,16,5,5,15,15,35,96.0,Low
Trainee,UX Designer,25,2,2,3,1,30,8,43.0,High
Senior,QA Engineer,44,21,3,5,18,16,21,96.0,Low
Trainee,Cloud Engineer,21,1,2,3,3,36,8,41.15,High
Trainee,UX Researcher,22,1,1,2,3,22,9,31.35,High
Trainee,Solution Architect,23,1,1,1,4,45,13,18.0,High
Junior,UX Researcher,24,4,4,3,10,25,22,93.1,Low
Junior,IT Manager,25,5,4,3,8,17,12,94.35,Low
Junior,Cloud Engineer,24,2,2,4,4,14,15,78.7,Low
Junior,UX Researcher,26,6,3,4,6,26,14,81.5,Low
Trainee,UX Researcher,25,2,2,4,4,38,11,48.3,High
Senior,System Analyst,49,24,5,4,11,18,36,96.0,Low
Trainee,UX Designer,21,1,2,2,2,37,15,28.35,High
Trainee,QA Engineer,24,0,1,3,2,28,11,32.6,High
Senior,Database Administrator,45,22,4,4,9,18,31,96.0,Low
Junior,QA Tester,30,4,3,3,9,23,19,77.4,Low
Junior,Data Scientist,32,4,3,5,8,28,16,92.8,Low
Junior,Data Analyst,31,7,4,5,6,12,19,96.0,Low
Senior,System Analyst,46,17,4,5,18,9,18,96.0,Low
Junior,Data Analyst,30,4,3,4,8,31,10,76.3,Medium
Senior,QA Tester,51,20,5,4,10,15,36,96.0,Low
Junior,UX Designer,27,3,4,3,8,21,11,87.25,Low
Junior,Solution Architect,28,3,4,3,10,31,14,86.25,Low
Senior,UX Researcher,44,13,4,4,12,11,31,96.0,Low
Junior,DevOps Engineer,33,2,2,4,4,20,14,74.1,Low
Junior,Business Analyst,33,2,4,3,9,17,22,96.0,Low
Junior,UX Researcher,29,4,2,2,5,21,10,55.6,High
Trainee,Business Analyst,26,1,2,2,4,26,10,39.85,High
Junior,UX Researcher,29,3,2,3,5,13,17,71.55,Medium
Senior,Data Scientist,41,10,4,3,17,17,32,96.0,Low
Trainee,DevOps Engineer,26,1,3,2,2,41,12,35.35,High
Junior,DevOps Engineer,24,4,3,2,8,32,11,63.0,Medium
Trainee,Cloud Engineer,23,0,2,3,1,40,16,39.3,High
Senior,Database Administrator,52,24,5,3,12,16,34,96.0,Low
Senior,DevOps Engineer,49,25,5,5,10,6,34,96.0,Low
Trainee,UX Designer,22,2,2,3,4,32,8,44.3,High
Senior,QA Engineer,46,22,3,4,12,12,19,96.0,Low
Trainee,Data Scientist,25,0,3,2,3,29,7,48.2,High
Senior,UX Designer,47,14,5,4,10,7,31,96.0,Low
Senior,Data Scientist,37,10,5,4,16,19,23,96.0,Low
Trainee,Data Engineer,23,0,2,3,1,38,6,36.7,High
Senior,UX Researcher,41,14,4,3,17,16,28,96.0,Low
Trainee,UX Designer,25,1,1,1,4,33,11,18.35,High
Senior,Data Analyst,46,13,5,3,11,11,29,96.0,Low
Junior,Data Analyst,27,5,3,5,9,29,17,89.85,Low
Senior,Cloud Engineer,43,18,4,4,17,14,23,96.0,Low
Trainee,System Administrator,24,0,3,3,3,40,6,45.1,High
Junior,QA Engineer,28,2,3,3,10,15,21,83.8,Low
Junior,UX Designer,34,6,2,3,8,27,17,66.8,Medium
Junior,Solution Architect,27,5,2,4,8,18,10,80.85,Medium
Senior,QA Engineer,43,15,4,4,8,16,18,96.0,Low
Trainee,QA Tester,22,2,2,4,4,33,16,51.8,Medium
Trainee,QA Tester,22,2,1,2,1,40,7,18.0,High
Trainee,DevOps Engineer,26,1,1,4,4,37,17,42.95,Medium
Junior,Data Engineer,34,4,4,2,7,27,19,78.8,Medium
Junior,Database Administrator,32,4,2,5,5,32,21,76.3,Medium
Junior,UX Designer,27,4,3,3,10,12,14,87.0,Low
Junior,Data Engineer,26,6,3,3,10,24,16,81.3,Low
Junior,IT Manager,33,5,4,3,7,27,10,85.65,Medium
Trainee,Data Engineer,24,0,2,1,3,26,11,32.9,High
Junior,UX Designer,33,3,3,3,6,28,20,74.15,Medium
Trainee,Solution Architect,25,1,3,4,4,23,6,70.35,Low
Trainee,Database Administrator,24,0,2,1,3,39,6,18.0,High
Trainee,Solution Architect,23,2,1,4,2,29,16,48.8,Medium
Junior,Business Analyst,34,7,3,3,10,23,15,80.05,Low
Junior,System Analyst,27,5,3,4,4,30,14,75.45,Low
Trainee,Cloud Engineer,23,2,2,2,1,42,17,26.2,High
Senior,UX Researcher,35,10,3,4,17,15,28,96.0,Low
Junior,Data Analyst,34,6,4,4,6,33,21,91.4,Low
Senior,Data Scientist,40,9,5,4,14,23,21,96.0,Low
Senior,Business Analyst,37,13,5,5,14,7,29,96.0,Low
Senior,Data Engineer,41,10,5,4,17,11,26,96.0,Low
Senior,System Analyst,50,20,5,5,9,17,28,96.0,Low
Trainee,Data Analyst,23,1,2,2,2,24,9,38.05,High
Senior,UX Researcher,44,17,5,4,14,7,19,96.0,Low
Trainee,UX Designer,21,0,3,2,4,31,8,46.1,High
Trainee,System Administrator,21,1,1,2,2,31,10,24.55,High
Senior,Data Scientist,37,11,5,3,8,12,28,96.0,Low
Junior,UX Researcher,30,5,2,3,5,33,13,56.85,Medium
Trainee,Solution Architect,22,2,1,3,4,40,14,34.1,High
Senior,Solution Architect,40,17,5,4,9,19,34,96.0,Low
Trainee,IT Manager,21,0,3,3,3,44,6,46.3,High
Senior,QA Engineer,34,10,4,5,16,17,25,96.0,Low
Senior,DevOps Engineer,42,17,4,4,9,17,34,96.0,Low
Trainee,UX Designer,26,1,2,2,3,27,7,38.05,High
Trainee,UX Designer,23,0,2,1,2,39,12,18.0,High
Junior,UX Researcher,31,3,3,3,7,12,20,85.25,Low
Senior,System Analyst,42,14,4,4,10,18,35,96.0,Low
Senior,QA Engineer,36,8,4,4,11,23,23,96.0,Low
Senior,Data Engineer,45,14,4,5,14,21,37,96.0,Low
Trainee,UX Designer,25,2,3,4,3,31,7,61.7,Medium
Senior,Cloud Engineer,44,13,4,3,16,13,36,96.0,Low
Senior,IT Manager,34,10,5,4,18,19,20,96.0,Low
Junior,System Analyst,26,5,2,5,6,14,18,88.05,Low
Junior,QA Tester,27,3,4,4,5,22,10,88.45,Low
Junior,Business Analyst,26,6,3,3,4,16,12,77.9,Low
Senior,Data Engineer,33,9,4,4,18,11,22,96.0,Low
Trainee,Cloud Engineer,21,1,2,1,4,24,6,33.65,High
Trainee,Data Engineer,26,0,3,3,3,41,13,49.2,Medium
Junior,IT Manager,25,5,2,2,7,17,13,65.85,Medium
Junior,Solution Architect,28,7,4,2,7,27,22,86.35,Medium
Junior,UX Researcher,28,6,4,3,5,13,13,91.3,Low
Junior,QA Tester,33,2,2,3,5,16,10,64.2,Medium
Senior,System Analyst,49,21,5,4,18,17,29,96.0,Low
Junior,DevOps Engineer,26,3,3,4,7,17,20,91.75,Low
Senior,UX Designer,56,24,4,4,18,16,18,96.0,Low
Senior,Cloud Engineer,41,8,4,4,8,13,33,96.0,Low
Senior,Cloud Engineer,44,11,4,5,17,9,21,96.0,Low
Junior,Solution Architect,28,7,4,3,8,27,13,88.65,Low
Senior,DevOps Engineer,52,20,5,5,8,13,35,96.0,Low
Senior,Support Analyst,38,10,4,5,9,21,18,96.0,Low
Trainee,UX Designer,21,1,1,4,3,26,14,47.55,Medium
Junior,Data Analyst,31,2,3,3,5,33,19,66.9,Medium
Trainee,Cloud Engineer,22,2,1,2,2,28,11,29.5,High
Senior,IT Manager,40,17,5,3,9,12,19,96.0,Low
Junior,QA Tester,25,4,3,3,9,20,16,78.3,Low
Senior,Cloud Engineer,39,12,4,5,8,24,30,96.0,Low
Junior,System Administrator,26,4,3,3,9,33,14,70.4,Medium
Senior,Cloud Engineer,48,17,5,3,16,22,21,96.0,Low
Junior,Business Analyst,34,4,3,3,9,23,12,76.6,Low
Senior,QA Tester,43,17,3,3,8,24,19,91.65,Low
Senior,UX Designer,50,19,4,4,10,10,36,96.0,Low
Trainee,Database Administrator,25,0,3,2,3,28,16,49.5,Medium
Senior,QA Engineer,37,14,3,5,16,19,37,96.0,Low
Senior,Cloud Engineer,50,24,4,4,17,23,30,96.0,Low
Junior,QA Tester,31,7,4,2,5,15,12,79.95,Low
Senior,UX Researcher,37,8,5,4,18,21,19,96.0,Low
Junior,System Analyst,29,2,3,5,5,15,22,96.0,Low
Senior,UX Researcher,36,13,4,3,17,18,35,96.0,Low
Senior,DevOps Engineer,38,10,4,3,15,9,24,96.0,Low
Senior,UX Designer,53,24,4,5,18,18,21,96.0,Low
Trainee,UX Researcher,26,1,1,1,1,33,12,18.0,High
Trainee,Data Analyst,24,0,2,1,1,43,12,18.0,High
Junior,UX Researcher,33,3,3,4,9,25,18,85.15,Low
Trainee,Business Analyst,24,2,3,2,3,26,9,49.0,High
Trainee,Data Engineer,21,1,1,2,2,38,12,18.0,High
Trainee,Cloud Engineer,24,2,2,3,1,45,15,36.3,High
Senior,Support Analyst,38,15,5,3,13,15,31,96.0,Low
Trainee,Data Engineer,25,1,2,3,2,25,9,48.35,High
Junior,System Analyst,24,4,4,4,9,19,14,96.0,Low
Junior,Solution Architect,32,3,2,4,7,25,10,74.15,Medium
Trainee,DevOps Engineer,23,1,3,3,1,25,15,59.85,Medium
Senior,Cloud Engineer,49,24,4,5,8,11,21,96.0,Low
Junior,UX Researcher,24,4,4,3,5,32,10,75.9,Medium
Trainee,Data Scientist,24,2,1,2,3,25,17,35.9,High
Junior,Data Engineer,33,7,3,3,5,22,17,79.05,Low
Junior,System Analyst,33,7,3,3,6,19,20,80.25,Low
Trainee,UX Researcher,25,1,3,3,4,35,13,52.75,Medium
Trainee,Solution Architect,22,2,2,4,3,30,7,55.4,Medium
Junior,Data Scientist,28,6,3,2,6,25,10,67.6,Medium
Junior,QA Tester,26,4,4,3,8,13,20,96.0,Low
Trainee,UX Researcher,21,1,1,1,2,33,8,18.0,High
Junior,DevOps Engineer,31,2,2,3,10,27,22,69.8,Medium
Trainee,UX Designer,22,2,2,2,1,38,17,28.0,High
Senior,UX Researcher,47,16,5,4,14,13,25,96.0,Low
Senior,Cloud Engineer,46,23,3,4,16,13,33,96.0,Low
Trainee,Cloud Engineer,21,1,2,1,1,31,17,30.45,High
Senior,IT Manager,40,13,4,4,14,13,30,96.0,Low
Senior,DevOps Engineer,45,19,4,3,9,19,22,96.0,Low
Senior,Cloud Engineer,47,17,4,5,16,20,35,96.0,Low
Junior,DevOps Engineer,24,4,2,4,10,16,12,82.4,Low
Senior,UX Researcher,40,15,4,3,16,16,35,96.0,Low
Trainee,Data Engineer,21,0,2,2,4,37,10,28.7,High
Senior,UX Designer,54,23,4,5,9,15,30,96.0,Low
Junior,Data Scientist,24,4,2,3,5,28,21,66.1,Medium
Junior,System Administrator,26,6,2,5,7,30,17,78.8,Medium
Senior,QA Tester,39,9,4,5,11,16,36,96.0,Low
Junior,UX Researcher,24,4,4,4,8,30,22,95.8,Low
Trainee,QA Tester,24,0,2,4,4,41,13,44.1,Medium
Junior,Data Scientist,25,4,4,2,10,30,13,78.0,Medium
Junior,Support Analyst,34,5,4,5,9,27,13,96.0,Low
Junior,Data Scientist,34,6,4,4,10,18,19,96.0,Low
Trainee,Cloud Engineer,22,2,2,3,2,39,17,42.2,High
Junior,Business Analyst,34,6,3,4,8,33,21,81.2,Low
Junior,QA Tester,27,3,2,4,8,19,13,74.45,Low
Junior,Solution Architect,30,5,3,3,5,23,10,76.65,Medium
Trainee,Cloud Engineer,24,0,1,2,3,34,17,27.7,High
Trainee,Data Scientist,23,0,2,1,2,42,13,18.0,High
Senior,Database Administrator,46,20,5,5,17,18,20,96.0,Low
Junior,Database Administrator,25,3,4,2,7,13,11,82.95,Medium
Trainee,Data Analyst,22,1,2,3,4,39,8,36.95,High
Trainee,System Analyst,26,1,2,1,1,31,15,26.65,High
Senior,Data Analyst,43,16,5,4,12,17,28,96.0,Low
Senior,Data Scientist,43,16,4,4,12,23,24,96.0,Low
Junior,DevOps Engineer,26,5,3,3,4,20,12,76.65,Low
Junior,QA Engineer,34,3,3,2,7,23,20,67.55,Medium
Senior,QA Engineer,44,20,4,4,17,21,27,96.0,Low
Senior,Support Analyst,47,18,4,4,10,24,37,96.0,Low
Junior,UX Researcher,27,5,3,4,9,25,15,84.85,Low
Junior,Cloud Engineer,27,4,3,5,8,24,15,94.2,Low
Trainee,System Analyst,25,2,2,3,4,36,6,38.7,High
Junior,Data Scientist,29,2,4,3,10,17,21,96.0,Low
Senior,Business Analyst,45,16,5,5,8,21,18,96.0,Low
Senior,QA Engineer,43,19,5,5,8,23,33,96.0,Low
Junior,QA Tester,24,2,3,3,5,26,16,69.6,Medium
Trainee,IT Manager,26,1,2,2,1,33,11,36.65,High
Trainee,UX Designer,21,1,2,2,1,23,9,39.85,High
Senior,IT Manager,44,12,4,4,11,22,21,96.0,Low
Senior,Support Analyst,33,9,4,4,15,24,28,96.0,Low
Junior,Data Engineer,28,7,3,2,8,17,12,75.25,Medium
Trainee,UX Researcher,25,2,1,2,3,29,10,27.3,High
Senior,Data Scientist,48,23,4,4,11,14,27,96.0,Low
Senior,Data Analyst,41,12,5,5,17,15,34,96.0,Low
Senior,Support Analyst,31,8,5,5,10,14,19,96.0,Low
Senior,IT Manager,50,21,4,3,9,18,34,96.0,Low
Trainee,DevOps Engineer,22,2,2,3,1,41,13,38.3,High
Junior,Business Analyst,34,4,3,3,9,12,13,84.7,Low
Senior,Cloud Engineer,47,17,4,3,15,14,36,96.0,Low
Senior,UX Designer,48,18,4,3,18,13,21,96.0,Low
Senior,Data Engineer,38,11,4,3,15,19,35,96.0,Low
Trainee,Data Engineer,24,0,2,3,3,24,7,48.7,Medium
Junior,UX Designer,29,7,3,4,6,12,22,95.95,Low
Junior,IT Manager,26,6,3,4,4,33,22,82.0,Low
Junior,Support Analyst,29,7,3,5,4,32,13,80.55,Low
Junior,IT Manager,27,5,3,2,5,25,11,67.65,Medium
Junior,Data Engineer,29,4,3,2,10,22,10,71.4,Medium
Trainee,Solution Architect,25,0,3,2,1,29,12,49.4,High
Senior,Database Administrator,51,21,5,4,12,7,29,96.0,Low
Trainee,Solution Architect,25,0,3,2,3,44,7,33.7,High
Senior,UX Designer,46,15,4,5,18,19,32,96.0,Low
Trainee,QA Engineer,24,2,1,3,3,28,16,36.4,High
Junior,Support Analyst,34,4,3,3,8,28,19,72.0,Medium
Trainee,QA Engineer,23,2,1,3,1,26,17,36.4,High
Trainee,System Analyst,22,2,3,4,1,36,9,55.2,High
Trainee,DevOps Engineer,26,2,1,2,2,41,16,18.0,High
Senior,UX Designer,55,24,4,4,8,18,19,96.0,Low
Junior,Database Administrator,32,2,3,3,7,19,16,78.3,Low
Senior,QA Tester,57,25,4,4,15,22,32,96.0,Low
Senior,IT Manager,47,19,5,5,8,10,29,96.0,Low
Junior,Support Analyst,33,7,4,3,4,22,10,80.35,Low
Trainee,Cloud Engineer,21,0,1,2,3,31,6,25.4,High
Senior,IT Manager,44,17,4,4,8,22,33,96.0,Low
Senior,Business Analyst,46,21,4,4,18,14,25,96.0,Low
Senior,Cloud Engineer,44,13,4,4,12,14,32,96.0,Low
Senior,IT Manager,49,18,4,3,16,11,34,96.0,Low
Junior,Data Analyst,34,4,3,2,9,27,15,66.0,Medium
Trainee,Support Analyst,25,2,2,4,2,42,14,41.9,High
Junior,Data Analyst,25,5,4,4,4,19,10,91.55,Low
Junior,Cloud Engineer,26,3,2,5,8,26,16,82.75,Medium
Trainee,Support Analyst,23,0,1,4,2,44,8,27.2,High
Trainee,Support Analyst,25,1,3,1,1,39,10,22.05,High
Senior,IT Manager,45,18,5,4,9,20,33,96.0,Low
Junior,Business Analyst,31,4,3,5,4,23,20,91.3,Low
Senior,Database Administrator,39,12,4,4,10,10,21,96.0,Low
Senior,QA Tester,43,14,5,3,13,18,37,96.0,Low
Senior,IT Manager,46,21,4,4,16,6,37,96.0,Low
Senior,DevOps Engineer,49,22,5,4,13,13,28,96.0,Low
Junior,Solution Architect,32,5,2,4,9,19,10,81.05,Medium
Trainee,System Analyst,21,0,2,4,1,32,11,47.9,High
Trainee,Data Analyst,25,2,1,1,1,44,7,18.0,High
Trainee,UX Researcher,21,1,1,4,1,29,17,43.85,Medium
Senior,System Administrator,45,21,5,3,11,19,24,96.0,Low
Senior,System Administrator,48,23,3,4,13,12,29,96.0,Low
Junior,Data Analyst,25,5,4,4,4,12,20,96.0,Low
Junior,IT Manager,32,7,2,3,6,28,10,64.95,Medium
Senior,Solution Architect,48,21,4,3,14,9,33,96.0,Low
Trainee,QA Engineer,22,1,2,2,2,32,11,32.25,High
Senior,Solution Architect,52,21,3,5,9,16,28,96.0,Low
Trainee,DevOps Engineer,23,2,1,2,1,22,10,32.4,High
Senior,IT Manager,41,11,4,4,13,23,19,96.0,Low
Senior,Solution Architect,39,9,5,4,11,15,23,96.0,Low
Junior,DevOps Engineer,28,7,2,4,7,23,10,75.35,Medium
Trainee,Cloud Engineer,21,0,1,2,4,37,10,18.7,High
Junior,Solution Architect,26,3,4,5,5,16,11,96.0,Low
Junior,Solution Architect,33,5,2,5,10,17,15,93.35,Low
Senior,Business Analyst,35,11,4,3,10,9,19,96.0,Low
Senior,System Administrator,37,12,4,3,15,18,33,96.0,Low
Junior,Database Administrator,30,4,2,3,8,22,18,68.8,Medium
Junior,Cloud Engineer,24,4,2,3,10,27,22,70.7,Medium
Senior,Data Scientist,43,12,4,4,13,7,31,96.0,Low
Senior,UX Researcher,34,9,4,4,14,7,33,96.0,Low
Senior,Solution Architect,36,10,4,4,10,12,32,96.0,Low
Senior,Support Analyst,42,11,3,5,10,21,21,96.0,Low
Junior,System Administrator,32,3,3,4,7,17,11,86.15,Low
Senior,Database Administrator,41,18,4,3,10,23,25,96.0,Low
Junior,DevOps Engineer,25,5,3,4,10,14,10,93.45,Low
Trainee,QA Engineer,22,1,2,3,3,29,13,44.05,Medium
